timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 4 587 0.2218409537139108 0.17815904628608922
1 4 857 0.14280381362248482 0.2571961863775152
1 15 172 0.21313095373585497 0.18686904626414505
1 17 761 0.338266930162044 0.06173306983795601
1 22 643 0.389465168494539 0.010534831505461029
1 30 386 0.33640330731801094 0.06359669268198909
1 31 388 0.23962589671029205 0.16037410328970797
1 31 844 0.09401573864947378 0.30598426135052625
1 34 276 0.26768866865477803 0.132311331345222
1 37 130 0.1811188511343386 0.21888114886566143
1 52 708 0.3055835264536898 0.09441647354631022
1 57 813 0.34644943495378466 0.05355056504621536
1 64 701 0.3329665255607933 0.06703347443920671
1 64 851 0.3894072702384003 0.010592729761599695
1 68 482 0.20130136823061154 0.19869863176938848
1 70 369 0.3664190126258727 0.03358098737412735
1 70 612 0.26653280642916966 0.13346719357083037
1 78 121 0.28441309092171707 0.11558690907828295
1 85 877 0.20412514491118997 0.19587485508881006
1 99 992 0.28953746441158335 0.11046253558841668
1 104 712 0.2854104295285725 0.11458957047142754
1 106 362 0.12032786142790441 0.2796721385720956
1 106 624 0.16746688138666746 0.23253311861333256
1 107 379 0.2739297905692434 0.12607020943075664
1 124 356 0.3315998467551217 0.0684001532448783
1 126 921 0.2337742164579253 0.16622578354207473
1 136 255 0.37945859778022545 0.020541402219774574
1 138 688 0.3453284233801813 0.054671576619818696
1 140 788 0.33908971749235073 0.060910282507649294
1 148 918 0.3495916530274459 0.05040834697255414
1 154 191 0.23665193724267608 0.16334806275732394
1 158 672 0.33927513739449877 0.06072486260550125
1 162 213 0.07277942734598508 0.32722057265401494
1 166 232 0.1816214010668214 0.21837859893317862
1 166 259 0.22354229815059315 0.17645770184940687
1 169 722 0.32226247985665796 0.07773752014334206
1 194 802 0.2878691527034895 0.11213084729651052
1 212 305 0.18069369192851495 0.21930630807148507
1 212 700 0.34149689879263834 0.058503101207361685
1 216 286 0.05506164819820948 0.34493835180179055
1 224 570 0.36977933615171926 0.03022066384828076
1 227 746 0.3934054973458233 0.006594502654176715
1 231 770 0.3487308630147847 0.05126913698521535
1 232 259 0.28585669891189697 0.11414330108810306
1 243 320 0.12319161525111418 0.27680838474888586
1 250 399 0.3830792932779708 0.016920706722029222
1 256 841 0.21339043606590435 0.18660956393409567
1 257 594 0.3934355683531916 0.006564431646808422
1 259 300 0.36519088762538493 0.03480911237461509
1 277 457 0.38324903620537715 0.016750963794622875
1 279 408 0.10049207814520958 0.29950792185479047
1 285 713 0.2831927651587323 0.1168072348412677
1 293 676 0.21809343832658537 0.18190656167341465
1 301 572 0.3699092907388214 0.030090709261178628
1 310 984 0.39694966599433223 0.0030503340056677875
1 318 773 0.11249658084066873 0.2875034191593313
1 323 958 0.04389557079647981 0.3561044292035202
1 324 465 0.15910605949813544 0.24089394050186458
1 332 623 0.3468225487485926 0.05317745125140744
1 333 611 0.38377478808636534 0.016225211913634685
1 333 911 0.3938064756015985 0.00619352439840154
1 349 518 0.21208365187462558 0.18791634812537444
1 349 705 0.2436541460021874 0.15634585399781262
1 354 968 0.3929101770451093 0.007089822954890745
1 358 569 0.2382083839531934 0.1617916160468066
1 362 624 0.10736082569239218 0.29263917430760783
1 369 612 0.3795170912343786 0.02048290876562142
1 372 506 0.2729365902170611 0.1270634097829389
1 382 692 0.18682117456728653 0.2131788254327135
1 384 392 0.38664200852417 0.01335799147583
1 388 844 0.28723802895057976 0.11276197104942026
1 405 687 0.35287987761904427 0.04712012238095575
1 409 439 0.23447147619942924 0.1655285238005708
1 416 966 0.14769168297245194 0.2523083170275481
1 420 799 0.14853909665404053 0.2514609033459595
1 421 445 0.3242584061705373 0.07574159382946272
1 430 771 0.3392915716685471 0.0607084283314529
1 437 459 0.316197146503934 0.08380285349606603
1 446 977 0.2723154040683685 0.1276845959316315
1 472 926 0.2776607611343553 0.12233923886564474
1 474 775 0.19461391603528916 0.20538608396471086
1 475 784 0.25047078692744235 0.14952921307255768
1 476 848 0.1952834368268026 0.20471656317319742
1 502 751 0.28758027051454427 0.11241972948545575
1 520 729 0.18049304252574572 0.2195069574742543
1 520 832 0.14656456766699275 0.25343543233300725
1 526 797 0.20805138964610204 0.19194861035389799
1 537 561 0.15248090548193674 0.24751909451806328
1 540 609 0.21830536305518047 0.18169463694481955
1 545 765 0.33098355741515884 0.06901644258484119
1 546 697 0.15440220198451576 0.24559779801548426
1 549 605 0.09493382964081377 0.30506617035918626
1 549 922 0.21362125380833744 0.1863787461916626
1 567 702 0.3043948757572693 0.09560512424273071
1 568 716 0.3619320031708733 0.038067996829126705
1 570 671 0.2932273705886524 0.10677262941134763
1 587 857 0.31014229105383684 0.08985770894616318
1 605 922 0.2792640884711922 0.1207359115288078
1 657 815 0.3034663045980727 0.0965336954019273
1 677 680 0.03917170174883993 0.3608282982511601
1 696 761 0.39518605382597116 0.00481394617402886
1 701 851 0.27344331974340075 0.12655668025659927
1 725 888 0.14658947605951891 0.25341052394048114
1 729 832 0.31575870963911784 0.08424129036088218
1 762 817 0.31723131719616554 0.08276868280383448
1 767 821 0.13146089850664633 0.2685391014933537
1 811 997 0.23740030098721648 0.16259969901278354
1 840 968 0.12685936541781392 0.27314063458218607
1 861 904 0.3653395276410923 0.034660472358907735
1 885 994 0.09810764563962243 0.3018923543603776
1 907 986 0.17205894116454754 0.2279410588354525
1 939 954 0.2755171075095239 0.12448289249047612
2 4 587 0.2218409537139108 0.17815904628608922
2 4 857 0.14280381362248482 0.2571961863775152
2 15 172 0.21313095373585497 0.18686904626414505
2 17 761 0.338266930162044 0.06173306983795601
2 22 643 0.389465168494539 0.010534831505461029
2 30 386 0.33640330731801094 0.06359669268198909
2 31 388 0.23962589671029205 0.16037410328970797
2 31 844 0.09401573864947378 0.30598426135052625
2 34 276 0.26768866865477803 0.132311331345222
2 37 130 0.1811188511343386 0.21888114886566143
2 52 708 0.3055835264536898 0.09441647354631022
2 57 813 0.34644943495378466 0.05355056504621536
2 64 701 0.3329665255607933 0.06703347443920671
2 64 851 0.3894072702384003 0.010592729761599695
2 68 482 0.20130136823061154 0.19869863176938848
2 70 369 0.3664190126258727 0.03358098737412735
2 70 612 0.26653280642916966 0.13346719357083037
2 78 121 0.28441309092171707 0.11558690907828295
2 85 877 0.20412514491118997 0.19587485508881006
2 99 992 0.28953746441158335 0.11046253558841668
2 104 712 0.2854104295285725 0.11458957047142754
2 106 362 0.12032786142790441 0.2796721385720956
2 106 624 0.16746688138666746 0.23253311861333256
2 107 379 0.2739297905692434 0.12607020943075664
2 124 356 0.3315998467551217 0.0684001532448783
2 126 921 0.2337742164579253 0.16622578354207473
2 136 255 0.37945859778022545 0.020541402219774574
2 138 688 0.3453284233801813 0.054671576619818696
2 140 788 0.33908971749235073 0.060910282507649294
2 148 918 0.3495916530274459 0.05040834697255414
2 154 191 0.23665193724267608 0.16334806275732394
2 158 672 0.33927513739449877 0.06072486260550125
2 162 213 0.07277942734598508 0.32722057265401494
2 166 232 0.1816214010668214 0.21837859893317862
2 166 259 0.22354229815059315 0.17645770184940687
2 169 722 0.32226247985665796 0.07773752014334206
2 194 802 0.2878691527034895 0.11213084729651052
2 212 305 0.18069369192851495 0.21930630807148507
2 212 700 0.34149689879263834 0.058503101207361685
2 216 286 0.05506164819820948 0.34493835180179055
2 224 570 0.36977933615171926 0.03022066384828076
2 227 746 0.3934054973458233 0.006594502654176715
2 231 770 0.3487308630147847 0.05126913698521535
2 232 259 0.28585669891189697 0.11414330108810306
2 243 320 0.12319161525111418 0.27680838474888586
2 250 399 0.3830792932779708 0.016920706722029222
2 256 841 0.21339043606590435 0.18660956393409567
2 257 594 0.3934355683531916 0.006564431646808422
2 259 300 0.36519088762538493 0.03480911237461509
2 277 457 0.38324903620537715 0.016750963794622875
2 279 408 0.10049207814520958 0.29950792185479047
2 285 713 0.2831927651587323 0.1168072348412677
2 293 676 0.21809343832658537 0.18190656167341465
2 301 572 0.3699092907388214 0.030090709261178628
2 310 984 0.39694966599433223 0.0030503340056677875
2 318 773 0.11249658084066873 0.2875034191593313
2 323 958 0.04389557079647981 0.3561044292035202
2 324 465 0.15910605949813544 0.24089394050186458
2 332 623 0.3468225487485926 0.05317745125140744
2 333 611 0.38377478808636534 0.016225211913634685
2 333 911 0.3938064756015985 0.00619352439840154
2 349 518 0.21208365187462558 0.18791634812537444
2 349 705 0.2436541460021874 0.15634585399781262
2 354 968 0.3929101770451093 0.007089822954890745
2 358 569 0.2382083839531934 0.1617916160468066
2 362 624 0.10736082569239218 0.29263917430760783
2 369 612 0.3795170912343786 0.02048290876562142
2 372 506 0.2729365902170611 0.1270634097829389
2 382 692 0.18682117456728653 0.2131788254327135
2 384 392 0.38664200852417 0.01335799147583
2 388 844 0.28723802895057976 0.11276197104942026
2 405 687 0.35287987761904427 0.04712012238095575
2 409 439 0.23447147619942924 0.1655285238005708
2 416 966 0.14769168297245194 0.2523083170275481
2 420 799 0.14853909665404053 0.2514609033459595
2 421 445 0.3242584061705373 0.07574159382946272
2 430 771 0.3392915716685471 0.0607084283314529
2 437 459 0.316197146503934 0.08380285349606603
2 446 977 0.2723154040683685 0.1276845959316315
2 472 926 0.2776607611343553 0.12233923886564474
2 474 775 0.19461391603528916 0.20538608396471086
2 475 784 0.25047078692744235 0.14952921307255768
2 476 848 0.1952834368268026 0.20471656317319742
2 502 751 0.28758027051454427 0.11241972948545575
2 520 729 0.18049304252574572 0.2195069574742543
2 520 832 0.14656456766699275 0.25343543233300725
2 526 797 0.20805138964610204 0.19194861035389799
2 537 561 0.15248090548193674 0.24751909451806328
2 540 609 0.21830536305518047 0.18169463694481955
2 545 765 0.33098355741515884 0.06901644258484119
2 546 697 0.15440220198451576 0.24559779801548426
2 549 605 0.09493382964081377 0.30506617035918626
2 549 922 0.21362125380833744 0.1863787461916626
2 567 702 0.3043948757572693 0.09560512424273071
2 568 716 0.3619320031708733 0.038067996829126705
2 570 671 0.2932273705886524 0.10677262941134763
2 587 857 0.31014229105383684 0.08985770894616318
2 605 922 0.2792640884711922 0.1207359115288078
2 657 815 0.3034663045980727 0.0965336954019273
2 677 680 0.03917170174883993 0.3608282982511601
2 696 761 0.39518605382597116 0.00481394617402886
2 701 851 0.27344331974340075 0.12655668025659927
2 725 888 0.14658947605951891 0.25341052394048114
2 729 832 0.31575870963911784 0.08424129036088218
2 762 817 0.31723131719616554 0.08276868280383448
2 767 821 0.13146089850664633 0.2685391014933537
2 811 997 0.23740030098721648 0.16259969901278354
2 840 968 0.12685936541781392 0.27314063458218607
2 861 904 0.3653395276410923 0.034660472358907735
2 885 994 0.09810764563962243 0.3018923543603776
2 907 986 0.17205894116454754 0.2279410588354525
2 939 954 0.2755171075095239 0.12448289249047612
3 4 587 0.2218409537139108 0.17815904628608922
3 4 857 0.14280381362248482 0.2571961863775152
3 15 172 0.21313095373585497 0.18686904626414505
3 17 761 0.338266930162044 0.06173306983795601
3 22 643 0.389465168494539 0.010534831505461029
3 30 386 0.33640330731801094 0.06359669268198909
3 31 388 0.23962589671029205 0.16037410328970797
3 31 844 0.09401573864947378 0.30598426135052625
3 34 276 0.26768866865477803 0.132311331345222
3 37 130 0.1811188511343386 0.21888114886566143
3 52 708 0.3055835264536898 0.09441647354631022
3 57 813 0.34644943495378466 0.05355056504621536
3 64 701 0.3329665255607933 0.06703347443920671
3 64 851 0.3894072702384003 0.010592729761599695
3 68 482 0.20130136823061154 0.19869863176938848
3 70 369 0.3664190126258727 0.03358098737412735
3 70 612 0.26653280642916966 0.13346719357083037
3 78 121 0.28441309092171707 0.11558690907828295
3 85 877 0.20412514491118997 0.19587485508881006
3 99 992 0.28953746441158335 0.11046253558841668
3 104 712 0.2854104295285725 0.11458957047142754
3 106 362 0.12032786142790441 0.2796721385720956
3 106 624 0.16746688138666746 0.23253311861333256
3 107 379 0.2739297905692434 0.12607020943075664
3 124 356 0.3315998467551217 0.0684001532448783
3 126 921 0.2337742164579253 0.16622578354207473
3 136 255 0.37945859778022545 0.020541402219774574
3 138 688 0.3453284233801813 0.054671576619818696
3 140 788 0.33908971749235073 0.060910282507649294
3 148 918 0.3495916530274459 0.05040834697255414
3 154 191 0.23665193724267608 0.16334806275732394
3 158 672 0.33927513739449877 0.06072486260550125
3 162 213 0.07277942734598508 0.32722057265401494
3 166 232 0.1816214010668214 0.21837859893317862
3 166 259 0.22354229815059315 0.17645770184940687
3 169 722 0.32226247985665796 0.07773752014334206
3 194 802 0.2878691527034895 0.11213084729651052
3 212 305 0.18069369192851495 0.21930630807148507
3 212 700 0.34149689879263834 0.058503101207361685
3 216 286 0.05506164819820948 0.34493835180179055
3 224 570 0.36977933615171926 0.03022066384828076
3 227 746 0.3934054973458233 0.006594502654176715
3 231 770 0.3487308630147847 0.05126913698521535
3 232 259 0.28585669891189697 0.11414330108810306
3 243 320 0.12319161525111418 0.27680838474888586
3 250 399 0.3830792932779708 0.016920706722029222
3 256 841 0.21339043606590435 0.18660956393409567
3 257 594 0.3934355683531916 0.006564431646808422
3 259 300 0.36519088762538493 0.03480911237461509
3 277 457 0.38324903620537715 0.016750963794622875
3 279 408 0.10049207814520958 0.29950792185479047
3 285 713 0.2831927651587323 0.1168072348412677
3 293 676 0.21809343832658537 0.18190656167341465
3 301 572 0.3699092907388214 0.030090709261178628
3 310 984 0.39694966599433223 0.0030503340056677875
3 318 773 0.11249658084066873 0.2875034191593313
3 323 958 0.04389557079647981 0.3561044292035202
3 324 465 0.15910605949813544 0.24089394050186458
3 332 623 0.3468225487485926 0.05317745125140744
3 333 611 0.38377478808636534 0.016225211913634685
3 333 911 0.3938064756015985 0.00619352439840154
3 349 518 0.21208365187462558 0.18791634812537444
3 349 705 0.2436541460021874 0.15634585399781262
3 354 968 0.3929101770451093 0.007089822954890745
3 358 569 0.2382083839531934 0.1617916160468066
3 362 624 0.10736082569239218 0.29263917430760783
3 369 612 0.3795170912343786 0.02048290876562142
3 372 506 0.2729365902170611 0.1270634097829389
3 382 692 0.18682117456728653 0.2131788254327135
3 384 392 0.38664200852417 0.01335799147583
3 388 844 0.28723802895057976 0.11276197104942026
3 405 687 0.35287987761904427 0.04712012238095575
3 409 439 0.23447147619942924 0.1655285238005708
3 416 966 0.14769168297245194 0.2523083170275481
3 420 799 0.14853909665404053 0.2514609033459595
3 421 445 0.3242584061705373 0.07574159382946272
3 430 771 0.3392915716685471 0.0607084283314529
3 437 459 0.316197146503934 0.08380285349606603
3 446 977 0.2723154040683685 0.1276845959316315
3 472 926 0.2776607611343553 0.12233923886564474
3 474 775 0.19461391603528916 0.20538608396471086
3 475 784 0.25047078692744235 0.14952921307255768
3 476 848 0.1952834368268026 0.20471656317319742
3 502 751 0.28758027051454427 0.11241972948545575
3 520 729 0.18049304252574572 0.2195069574742543
3 520 832 0.14656456766699275 0.25343543233300725
3 526 797 0.20805138964610204 0.19194861035389799
3 537 561 0.15248090548193674 0.24751909451806328
3 540 609 0.21830536305518047 0.18169463694481955
3 545 765 0.33098355741515884 0.06901644258484119
3 546 697 0.15440220198451576 0.24559779801548426
3 549 605 0.09493382964081377 0.30506617035918626
3 549 922 0.21362125380833744 0.1863787461916626
3 567 702 0.3043948757572693 0.09560512424273071
3 568 716 0.3619320031708733 0.038067996829126705
3 570 671 0.2932273705886524 0.10677262941134763
3 587 857 0.31014229105383684 0.08985770894616318
3 605 922 0.2792640884711922 0.1207359115288078
3 657 815 0.3034663045980727 0.0965336954019273
3 677 680 0.03917170174883993 0.3608282982511601
3 696 761 0.39518605382597116 0.00481394617402886
3 701 851 0.27344331974340075 0.12655668025659927
3 725 888 0.14658947605951891 0.25341052394048114
3 729 832 0.31575870963911784 0.08424129036088218
3 762 817 0.31723131719616554 0.08276868280383448
3 767 821 0.13146089850664633 0.2685391014933537
3 811 997 0.23740030098721648 0.16259969901278354
3 840 968 0.12685936541781392 0.27314063458218607
3 861 904 0.3653395276410923 0.034660472358907735
3 885 994 0.09810764563962243 0.3018923543603776
3 907 986 0.17205894116454754 0.2279410588354525
3 939 954 0.2755171075095239 0.12448289249047612
4 4 587 0.2218409537139108 0.17815904628608922
4 4 857 0.14280381362248482 0.2571961863775152
4 15 172 0.21313095373585497 0.18686904626414505
4 17 761 0.338266930162044 0.06173306983795601
4 22 643 0.389465168494539 0.010534831505461029
4 30 386 0.33640330731801094 0.06359669268198909
4 31 388 0.23962589671029205 0.16037410328970797
4 31 844 0.09401573864947378 0.30598426135052625
